Country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,62288,106256,157552,216176,7635776,16645552,26047376,34701744,43484352,53369824,63738944,74577056,84664048,95083691,106591454,118172436,129713115,141151291,153446843,165639744,177250098,188600427,200859398,214041638,227776994,240971710,254466549,268644782,283072739,294941221,306807863,317767286,329654691,341824497,352906667,362402763,371337972,379714207,388731030,397979608,407107352,415942492,425069406,434945414,446757456,459181483,471361677,483682307,495191257,504309337,513474817,521993579,529632952,537723410,546396280,555562404,565504652,575916286,587701517,599749914,611629171,622898005,634030265,644618718,655773007,666823377,677611458,687844797,697602303,706861962,715864917,725159607
Macao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,43968,69616,98928,128240,164880,216176,285792,381056,487312,615552,747456,897680,1062560,1231104,1399648,1604832,1832000,2062832,2286336,2553808,2850592,3103408,3411184,3825216,4239248,4766864,5301808,5785456,6466960,7071520,7804320,8680016,9650976,10614608,11644192,12677440,13769312,14850192,16030000,17301408,18532512,19939488,21427072,22984272,24501168,26131648,27817088,29333984,30865536,32580288,34408624,36028112,37563328,38900688,40970848,42377824,43825104,45136816,46316624,47599024,49013505,50435741,51947913
Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449028,7216482,11165444,15217786,19725868,24833317,30088340,35295619,40555377,46180911,52013599,59635711,67850482,75549931,84747602,93985520,103624727,113573679,123248793,134060692,145820769,157384739,169969884,181531881,193982079,207111745,220504990,234492474,248391966,262777187,277130841,291473053,301617717,312386213,322718693,333179413,344010197,355742325,366367925,378983077,390696885,402751445,414740053,425666101,436965877,448148405,459418869,470348581,479834677,489229173,497920181,506515925,515906757,524865237,532706197,540210069,547467616,554611635,561863099
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,10992,14656,14656,14656,14656,14656,14656,14656,14656,14656,14656,21984,21984,25648,29312,32976,337088,582576,890352,1143168,1432624,1736736,2055504,2370608,2744336,3118064,3517440,3872848,4268501,4729986,5213456,5770235,6348939,7191422,8103490,8953241,9923904,10949527,12235323,13308578,14495476,16188007,17180243,18025844,19043060,20173297,21787241,22811780,23825123,24475524,25341896,26394926,27532024,28814431,30100215,31026035,31969846,32997893,33996591,35020900,36285325,37546063,38905032,40550444,42283087,44195238,46062702,47798180,49030089,50710563,52499928,54225322,55891547,57674990,59543559,61297455,63235798,65550428,68228026,71317561,74364764,77412192,80456539,83638600
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459765,898133,1271461,1632081,1978791,2308432,2656393,3084903,3451125,3839271,4220030,4674098,5175799,5721438,6292665,6841908,7420404,8002131,8638213,9306585,9941406,10649402,11250925,11842273,12413940,12966875,13520281,14068731,14609443,15146644,15704855,16443919,17228604,18013871,18893015,19797729,20704692,21608951,22556320,23478360,24402838,25256688,26103813,26943136,27843148,28761988,29620426,30512546,31378804,32407285,33325959,34447579,35603534,36679457,37867941,39093302,40368520,41684057,43051513
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,25648,73280,84272,131904,241824,366400,458000,586240,707152,765776,813408,864704,916000,948976,989280,1025920,1113856,1205456,1374000,1608496,1608496,1626816,1689104,1835664,2040848,2590448,3242640,3913152,4682592,5792784,7207088,9211296,11794416,14630352,17594528,20994720,24372928,28179824,32294496,35965824,38673520,40468880,42059056,43792128,45598480,47646656,49991616,51904224,53607984,56176448,58360192,59019712,60338752,61441616,62053504,62658064,63343232,64497392,65717504,65717504,65717504,65717504,65717504,65717504,65717504,65717504,68692672,71931648,74555072,78120144,82117568,86188272,91152992,97572320,104053936,111741008,120212176,128716320,138235392,152821280,169480724,187374669,204868762,223897715,243322053,267179545,289743973,312915669,340110564,368007822,398697625,429105112,466883274,501357171,537371259,577081982,617567205,659957313,709390735,765402611,833257411,907725968,998562496,1091576471,1211611670,1335728565,1459256243,1572367292,1679254480,1803793866,1937961023,2070177475,2226570969,2388658984,2561145555,2726726109,2909181850,3110762165,3307206260,3523198564,3740877812,3956773030,4190601522,4430656619,4675754241,4926843845,5181419717
Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,7328,10992,14656,21984,32976,47632,69616,98928,142896,190528,238160,289456,348080,414032,494640,575248,670512,795088,967296,1121184,1352016,1549872,1747728,1996880,2286336,2616096,2916544,3337904,3788576,4250240,4843808,5349440,6016288,6617184,7375632,8156064,8998784,9881808,10816128,11801744,12911936,14003808,15337504,16792933,18265039,19836857
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47632,168544,285792,425024,600896,776768,974624,1165152,1388656,1586512,1747728,1949248,2176416,2421904,2689198,2993131,3333675,3673932,4087405,4482352,4910265,5301608,5696491,6061623,6478244,6913063,7318446,7698058,8055563,8438592,8854475,9273898,9707964,10149343,10601701,11062038,11529693,12015659,12536900,13299012,14094100,14914836,15742900,16589284,17432004,18307700,19205380,20147028,21154628,22224516,23030596,23994228,25038468,26031412,27057332,28467972,29896521,31425616,33149434
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245488,501968,743792,974624,1282400,1623152,1919936,2231376,2561136,2949520,3290272,3583392,3913152,4323520,4821824,5294480,5708512,6228800,6866336,7518528,8181712,8841232,9680288,10486368,11230160,11897008,12659120,13461536,14395856,15300864,16323120,17466288,18778000,19774608,21137616,22335744,23819664,25673648,27685184,29854272,31797593,33908168,36227621,38561534,41064065,43562366,46032334,48547381,51063432,53633719,56204587,58672701,61116620,63778977,66336254,69002273,71681716,74437761,77261505,79845824,82436041,85091310,87901830,90375764,92838760,94596514,96016791,97461275
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54960,117248,183200,249152,315104,381056,450672,516624,593568,674176,758448,842720,930656,1014928,1106528,1205456,1304384,1406976,1509568,1612160,1714752,1817344,1919936,2031892,2145131,2266040
Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54960,135568,227168,318768,410368,523952,641200,802416,945312,1110192,1278736,1450944,1623152,1832000,2066496,2311984,2583120,2879904,3187680,3517440,3880176,4415120,5199216,6148192,7188768,8090112,8940160,9793872,10523008,11233824,12014256,12802016,13703360,14729280,16209536,17418656,18788992,20430464,22159872,23680432,25288928,26688576,28282416,29865264,31499408,33137216,34775024,36405504,38032320,39662800,41403200,43220544,45004912,47001792,49071952,51274016,53399136,55330064,57202368,59228560,61236432,63453152,65666208,67875600,70172928,70172928,70172928,70172928
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32976,69616,117248,179536,267472,384720,545936,725472,923328,1157824,1432624,1861312,2260688,2707696,3176688,3660336,4169632,4686256,5243184,5825760,6430320,7060528,7694400,8577424,9515408,10387440,11043296,11417024,14659664,17843680,20646640,21500352,22368720,23273728,24200720,25157024,26171952,27234512,28311728,29381616,30477152,31591008,32763488,34012912,35302640,36687632,38123920,39545552,41183360,42956736,44916976,46877216,48987680,51317984,53640960,55963936,58316404,60834446,63673149
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201520,340752,516624,703488,890352,1018592,1238432,1458272,1667120,1890624,2070160,2257024,2509840,2718688,3026464,3330576,3605376,4103680,4741216,5312800,5811104,6206816,6895648,7573488,8265984,8855888,9475104,10116304,10746512,11406032,11995936,12538208,13040176,13637408,14263952,14971104,15769856,16700512,17554224,18605792,20067728,21588288,23295712,25069088,26692240,28520576,30469824,32466704,34635792,37061360,39750736,42612320,45495888,48555328,51644080,54938016,58565376,62251360,66017952,69725920,73639072,77555888,81520336,85587376,89811968,93973881,98060513,102339737
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520288,1099200,1630480,2169088,2663728,3242640,3931472,4667936,5422720,6422992,7734704,9160000,10717200,12435616,14143040,16062976,18327328,22097584,25790896,29945872,38347424,46979808,58722928,68864880,83180128,100364288,126495936,157137968,198222400,274459248,364747536,450298272,522336176,590208112,647293232,691979376,723775568,747859040,770007920,790387088,807138896,823333776,840074592,858966176,880393248,902355264,927259472,951526144,974191648,997403088,1019951344,1038930864,1057990992,1078117344,1100735216,1126361232,1155717200,1186230992,1215194912,1245708704,1280604640,1317823552,1354536832,1390814096,1430484224,1472627552,1521915680,1575934032,1634221001,1697273288,1762513191,1826256905,1892549098,1966749223,2041917119,2122761689,2212767220,2306654450,2408830639,2522781318,2648992682,2781321352,2925477746,3080346488,3244679232,3428670680,3621373874,3843865396,4084579904,4352865713,4637233009,4941910616,5220216769,5497726485,5786132229,6080598825,6387888435,6694906247,7056708554,7375123360,7706497689,8040705685,8380178592,8733416746,9066426520,9413848515,9784254901,10174434246,10566758700,10964658366,11377285768,11791258343,12231044393,12671844029,13137757657,13616561294,14098886754,14594191769,15072580769,15538671421,16025174631,16523833153,17016392882,17498920775,17976194427,18481174375,18971469004
Micronesia (country),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98928,197856,300448,406704,512960,622880,740128,850048,974624,1143168,1286064,1428960,1571856,1692768,1813680,1952912,2070160,2231376,2344960,2465872,2601440,2744336,2894560,3058496,3224310,3401355
Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150224,359072,586240,762112,1029584,1187136,1384992,1630480,1868640,2125120,2476864,2751664,3198672,3524768,3649344,3788576,3971776,4125664,4286880,4462752,4656944,4792512,5038000,5305472,5708512,6074912,6477952,6888320,7313344,7705392,8079120,8522464,8837568,9361520,10032032,11068944,12017920,13065824,14271280,15637952,17169504,18752352,20631984,22354064,24310640,26193936,28557216,30806912,33697808,36533744,38970304,41487472,44678816,48584640,53842480,60679504,68776944,79014160,92061664,108018384,124586992,142654176,162769536,183863184,204806608,227702944,249983728,274521536,301734064,334083520,369770880,409103920,454768352,500949408,553073472,598595008,634601136,682071920,734511088,802218144,888377104,1001184336,1135253760,1243880368,1361597360,1378693584,1404806912,1428087968,1455648576,1488837088,1539557840,1599504544,1662100320,1731412208,1802179946,1892455602,1986939411,2096234692,2219827860,2364596988,2537392060,2736343011,2941881864,3177839025,3446301815,3731661912,4066093934,4426931504,4855439043,5299163557,5733617953,6241636793,6775937801,7312205641,7882233496,8436663128,8988308410,9552166418,10146255270,10768782500,11439674228,12153270686,12882883871,13660026606,14481709509,15309183264,16215423788,17190925124,18248802383,19354139144,20427119742,21509962999,22573316451,23715831384,24950588135,26310847287,27690296821,29088200125,30577391247,32198107889,33882410934,35687146925,37489084913,39428477552,41444882020,43547146140,45704106288,48012211196,50289408635,52724475683,55234106667,57801288093,60473230861
Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21080650,37051038,49441362,60846768,72533858,79835202,86279059,90963615,94536567,98323156,102374891,106779159,111392583,116330337,121360084,126338638,131529018,136068530,140899435,145862730,150628411,155527770,160271930,165220672,170421028,175514617
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285792,578912,879360,1183472,1670784,2260688,2949520,3711632,4847472,6192160,7485552,8877872,10849104,12450272,14494784,16451360,18404272,20529392,23009623,25691374,28537915,31570357,34846255,38318349,42059116,46113683,50503707,55464410,61228212,67505540,74360698,80975354,87687639,94656693,101081384,110079316,119674423,130156925,141649726,152108689,161998675,174119685,185113573,194376197,202303257,210202607,218225933,225914341,233601809,241137033,248623879,256493803,264756323,272764199,281334915,289908645,299314397,311393141,323409825,336483839,350303789,371730279,397919969,436609311,457409029,477765393,506446358,536837014
Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613444,1283524,1985886,2706635,3508443,4416854,5351512,6277679,7213179,8213737,9251139,10606807,12067886,13437310,15073208,16716264,18430693,20200214,21921030,23844034,25935681,27992449,30230843,32287259,34501652,36836894,39219016,41706830,44178994,46737549,49290490,51841396,53645725,55561010,57228812,58851236,60565034,62571073,64726407,66995571,68560383,70298806,72166390,74162982,76298183,78631773,80840692,83222292,85471988,88219988,90044660,92624116,95192580,97526548,99772580,101981972,104421155,106994645,109622459
